student_id,age,gender,degree_type,stream,year_of_study,college_tier,urban_or_rural,daily_ai_tool_usage_hrs,primary_ai_tools_used,uses_ai_for_assignments,ai_replaces_own_thinking_score,ai_dependency_score,placement_anxiety_score,fear_of_job_loss_to_ai,career_clarity_score,internship_experience,weekly_job_application_count,resume_confidence_score,interview_anxiety_score,daily_study_hours,self_learning_hours_per_week,skill_development_courses_taken,social_media_hrs_per_day,sleep_hours,stress_level,burnout_score,motivation_score,seeks_career_counseling,overall_career_readiness_score
STU_13527,19,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),1,Tier 1,Urban,2.6,Gemini,Sometimes,4,7,7,5,2,2,12,3,6,1.4,3.3,1,2.1,,3,6,3,0.0,2.47
STU_13528,20,Non-binary,B.Tech/B.E.,Engineering (Non-CS),1,Tier 2,Urban,2.0,ChatGPT,Rarely,2,1,4,1,7,1,2,3,2,2.7,8.1,2,2.4,6.8,3,3,6,0.0,5.95
STU_13529,19,Female,MBA,CS/IT,1,Tier 2,Urban,3.2,Gemini,Sometimes,2,7,4,4,9,4,5,5,4,5.9,13.0,1,,7.7,4,6,6,0.0,9.96
STU_13530,20,Female,B.Tech/B.E.,CS/IT,2,Tier 3,Rural,1.2,ChatGPT,Rarely,1,1,6,1,5,2,3,4,5,2.4,6.5,0,2.0,7.6,4,5,6,1.0,7.24
STU_13531,20,Non-binary,B.Tech/B.E.,CS/IT,4,Tier 2,Rural,3.5,GitHub Copilot,Sometimes,5,8,5,5,6,4,14,5,6,3.9,15.2,3,1.9,6.0,3,4,9,0.0,6.37
STU_13532,20,Male,B.Tech/B.E.,Arts/Sciences,2,Tier 2,Urban,0.9,ChatGPT,Rarely,1,2,5,3,8,2,8,4,4,4.1,4.8,3,3.2,6.4,4,3,6,1.0,5.71
STU_13533,21,Female,M.Tech/M.Sc,CS/IT,2,Tier 3,Urban,1.2,Gemini,Rarely,3,7,1,1,10,3,2,5,1,4.4,9.7,2,0.8,7.9,4,4,8,0.0,8.31
STU_13534,23,Male,B.Sc/B.A/B.Com,Arts/Sciences,3,Tier 3,Rural,0.6,ChatGPT,Never,1,4,3,3,6,2,11,3,4,4.3,9.9,7,,6.3,5,4,6,0.0,6.59
STU_13535,24,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 3,Urban,0.6,ChatGPT,Never,2,1,7,3,5,1,13,3,6,3.6,10.1,3,3.6,6.3,6,4,6,0.0,6.96
STU_13536,20,Male,B.Tech/B.E.,Commerce/Management,1,Tier 1,Urban,0.0,None,Never,1,3,8,2,8,3,16,2,10,6.6,2.1,2,1.2,7.3,4,6,7,0.0,6.5
STU_13537,24,Female,B.Tech/B.E.,CS/IT,2,Tier 2,Urban,2.7,ChatGPT,Sometimes,4,6,2,5,10,1,12,2,10,0.8,5.7,2,7.2,7.0,5,7,2,0.0,5.59
STU_13538,22,Male,B.Sc/B.A/B.Com,Arts/Sciences,2,Tier 1,Urban,2.0,ChatGPT,Rarely,1,3,3,4,8,3,1,4,4,3.7,0.0,5,4.1,7.9,3,3,6,0.0,6.36
STU_13539,22,Female,B.Tech/B.E.,Arts/Sciences,1,Tier 3,Urban,0.0,None,Never,3,5,10,4,4,0,8,2,9,0.1,0.0,1,0.0,8.4,5,8,3,0.0,4.51
STU_13540,21,Male,B.Sc/B.A/B.Com,Arts/Sciences,2,Tier 3,Urban,0.2,Gemini,Never,1,2,6,2,6,2,0,3,5,1.7,0.0,1,3.4,6.4,2,3,5,0.0,7.14
STU_13541,26,Male,MBA,CS/IT,2,Tier 3,Urban,4.2,ChatGPT,Frequently,5,8,10,5,1,0,11,1,9,0.0,0.0,0,5.6,6.8,5,7,2,1.0,4.25
STU_13542,19,Female,B.Tech/B.E.,Commerce/Management,2,Tier 3,Urban,0.0,None,Never,2,1,10,4,4,1,6,3,10,3.3,4.4,0,3.2,5.2,10,10,3,0.0,5.17
STU_13543,23,Female,B.Tech/B.E.,CS/IT,2,Tier 2,Rural,2.9,Gemini,Sometimes,4,5,8,4,6,0,9,1,5,2.2,4.2,0,3.1,5.5,5,8,3,0.0,4.29
STU_13544,21,Female,B.Sc/B.A/B.Com,CS/IT,3,Tier 1,Urban,4.7,Gemini,Frequently,4,9,7,5,8,4,20,5,4,6.3,15.7,6,3.5,7.1,5,6,6,1.0,8.32
STU_13545,21,Female,B.Tech/B.E.,CS/IT,3,Tier 1,Urban,5.8,ChatGPT,Always,4,8,1,1,6,2,19,4,3,4.7,8.2,2,3.1,8.1,3,6,5,0.0,7.06
STU_13546,22,Male,MBA,Commerce/Management,1,Tier 2,Rural,1.2,Gemini,Rarely,2,2,3,2,4,2,7,3,5,4.0,5.6,6,0.0,8.7,4,2,7,0.0,6.98
STU_13547,22,Female,B.Tech/B.E.,CS/IT,1,Tier 3,Rural,2.7,ChatGPT,Sometimes,4,4,6,3,3,0,18,1,6,0.0,0.0,1,5.8,7.6,5,7,2,0.0,3.01
STU_13548,25,Male,MBA,CS/IT,2,Tier 2,Urban,3.0,Perplexity,Sometimes,4,5,6,4,5,2,10,5,7,6.0,7.3,4,0.3,6.5,5,3,7,0.0,8.27
STU_13549,25,Female,B.Tech/B.E.,Engineering (Non-CS),2,Tier 3,Urban,0.5,ChatGPT,Never,1,1,8,5,7,2,12,5,9,4.5,10.2,7,1.0,6.8,5,2,7,0.0,7.71
STU_13550,25,Male,MBA,CS/IT,1,Tier 2,Rural,2.6,Claude,Sometimes,4,7,5,5,7,1,10,4,6,4.8,15.3,3,1.0,6.9,6,9,3,0.0,6.66
STU_13551,26,Female,B.Tech/B.E.,Commerce/Management,4,Tier 1,Urban,0.0,None,Never,1,3,5,3,7,3,18,5,3,4.0,,2,1.3,7.7,4,3,5,0.0,8.76
STU_13552,26,Male,M.Tech/M.Sc,Engineering (Non-CS),2,Tier 2,Urban,0.0,None,Never,1,1,10,5,2,2,5,2,10,2.7,0.0,2,5.5,4.8,7,7,5,1.0,8.42
STU_13553,22,Male,B.Sc/B.A/B.Com,CS/IT,3,Tier 2,Urban,8.0,ChatGPT,Always,5,10,7,5,7,1,31,5,7,0.8,22.8,2,6.4,5.6,5,8,1,0.0,8.28
STU_13554,21,Non-binary,B.Tech/B.E.,CS/IT,2,Tier 1,Rural,3.2,ChatGPT,Sometimes,4,5,3,3,5,3,10,5,1,7.1,12.2,4,2.3,6.6,6,7,3,0.0,8.42
STU_13555,21,Male,MBA,CS/IT,1,Tier 2,Urban,3.6,Gemini,Sometimes,5,9,10,5,1,0,13,2,10,0.1,0.0,1,2.6,7.4,8,9,1,0.0,4.0
STU_13556,21,Female,MBA,CS/IT,1,Tier 3,Urban,0.4,ChatGPT,Never,2,2,3,3,8,1,8,2,8,1.4,2.0,2,0.4,7.5,7,8,4,0.0,4.11
STU_13557,20,Male,B.Sc/B.A/B.Com,CS/IT,3,Tier 2,Urban,1.6,ChatGPT,Rarely,4,1,2,3,5,1,11,3,1,0.0,1.0,0,5.4,6.9,2,5,1,0.0,4.21
STU_13558,20,Female,MBA,CS/IT,1,Tier 3,Urban,1.3,Gemini,Rarely,1,2,10,2,5,0,9,1,8,3.1,6.9,0,2.1,6.5,6,8,4,1.0,3.94
STU_13559,21,Male,M.Tech/M.Sc,CS/IT,1,Tier 3,Urban,2.5,Perplexity,Sometimes,5,8,6,5,6,1,6,4,5,2.4,18.1,6,1.6,8.5,5,6,7,0.0,5.89
STU_13560,20,Female,B.Tech/B.E.,Arts/Sciences,2,Tier 3,Urban,2.3,ChatGPT,Sometimes,4,6,4,2,7,2,1,5,5,3.2,11.1,1,5.0,7.2,4,5,6,0.0,7.45
STU_13561,20,Male,M.Tech/M.Sc,Arts/Sciences,2,Tier 3,Urban,0.0,None,Never,1,2,3,1,5,2,0,3,4,0.8,4.2,3,5.2,7.2,2,1,8,0.0,6.24
STU_13562,26,Male,B.Tech/B.E.,Commerce/Management,1,Tier 3,Rural,0.0,None,Never,1,5,6,2,4,1,13,2,6,2.3,1.2,3,2.2,7.6,3,5,4,0.0,5.55
STU_13563,27,Male,MBA,Commerce/Management,1,Tier 1,Rural,0.0,None,Never,4,3,2,3,2,1,0,4,1,0.7,0.0,0,5.0,6.9,3,6,2,0.0,4.87
STU_13564,26,Male,B.Sc/B.A/B.Com,CS/IT,2,Tier 2,Urban,4.4,Gemini,Frequently,3,5,9,5,6,1,10,3,10,3.4,4.7,1,0.8,7.1,6,8,4,0.0,5.42
STU_13565,26,Male,B.Sc/B.A/B.Com,CS/IT,3,Tier 2,Urban,1.8,Gemini,Rarely,3,3,4,4,7,1,24,3,4,2.2,4.4,3,1.9,8.0,3,2,4,0.0,5.49
STU_13566,20,Male,B.Sc/B.A/B.Com,CS/IT,3,Tier 2,Rural,0.2,ChatGPT,Never,2,6,7,4,5,2,20,4,6,1.3,0.0,1,2.8,7.5,2,4,5,0.0,6.15
STU_13567,20,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),1,Tier 3,Rural,2.0,Gemini,Rarely,3,7,9,5,9,2,3,4,7,3.0,16.6,2,2.7,7.0,5,4,7,0.0,8.33
STU_13568,20,Female,B.Tech/B.E.,Commerce/Management,3,Tier 2,Rural,0.0,None,Never,4,4,6,2,4,3,13,5,7,3.2,0.0,0,3.2,7.0,6,7,2,1.0,6.97
STU_13569,21,Male,M.Tech/M.Sc,Arts/Sciences,2,Tier 2,Rural,2.0,ChatGPT,Rarely,3,7,6,4,3,2,9,3,4,2.0,5.1,2,3.8,5.6,6,6,3,1.0,4.61
STU_13570,22,Male,M.Tech/M.Sc,Commerce/Management,2,Tier 1,Urban,0.0,None,Never,3,6,10,5,2,0,4,1,10,1.2,0.0,0,4.8,6.7,5,7,1,1.0,3.16
STU_13571,23,Female,B.Sc/B.A/B.Com,CS/IT,1,Tier 3,Urban,5.1,ChatGPT,Frequently,4,6,1,5,8,0,9,2,9,1.6,7.8,1,,8.0,5,4,3,1.0,3.57
STU_13572,21,Male,B.Tech/B.E.,Arts/Sciences,3,Tier 3,Urban,3.4,ChatGPT,Sometimes,4,7,7,5,1,2,11,4,5,0.7,0.9,1,4.8,6.9,5,10,1,1.0,4.3
STU_13573,22,Male,B.Sc/B.A/B.Com,Commerce/Management,3,Tier 3,Rural,1.6,Claude,Rarely,1,4,7,4,5,3,13,3,8,2.7,0.0,2,1.0,6.2,4,4,7,0.0,5.16
STU_13574,20,Female,B.Tech/B.E.,CS/IT,1,Tier 1,Rural,4.7,GitHub Copilot,Frequently,5,7,10,5,4,1,14,1,10,2.7,11.0,0,0.8,8.3,7,10,2,1.0,4.84
STU_13575,19,Female,B.Tech/B.E.,CS/IT,4,Tier 2,Urban,5.1,GitHub Copilot,Frequently,4,7,5,5,6,3,9,5,6,3.3,18.3,1,4.5,7.1,7,9,2,1.0,8.79
STU_13576,20,Female,MBA,Commerce/Management,2,Tier 3,Rural,0.9,Gemini,Rarely,3,3,5,3,4,0,6,3,6,1.2,0.0,2,4.2,6.4,4,3,7,0.0,5.73
STU_13577,21,Male,M.Tech/M.Sc,Arts/Sciences,2,Tier 3,Rural,1.0,ChatGPT,Rarely,1,1,2,2,8,3,5,5,1,4.2,12.0,1,3.6,7.8,4,3,7,1.0,7.36
STU_13578,25,Male,M.Tech/M.Sc,Commerce/Management,1,Tier 2,Urban,2.6,Perplexity,Sometimes,3,6,7,4,4,1,0,2,7,2.8,3.8,0,3.5,7.2,5,5,5,1.0,6.92
STU_13579,22,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 3,Urban,2.8,ChatGPT,Sometimes,3,4,2,2,10,0,12,2,6,0.0,2.3,0,4.5,7.8,2,5,4,1.0,5.2
STU_13580,20,Female,B.Tech/B.E.,Arts/Sciences,4,Tier 3,Rural,2.0,Gemini,Rarely,2,3,3,5,9,1,21,2,10,0.2,2.7,0,0.7,7.4,7,8,2,1.0,5.05
STU_13581,23,Female,B.Tech/B.E.,CS/IT,1,Tier 3,Urban,2.7,Gemini,Sometimes,3,4,7,5,5,2,6,4,8,1.4,6.3,1,3.4,6.4,4,6,1,0.0,8.76
STU_13582,21,Male,M.Tech/M.Sc,CS/IT,1,Tier 1,Urban,0.2,Gemini,Never,2,2,9,3,1,3,16,1,9,3.7,0.1,1,2.6,5.8,5,7,1,0.0,6.5
STU_13583,22,Female,B.Tech/B.E.,Engineering (Non-CS),3,Tier 3,Urban,0.0,None,Never,4,5,8,4,1,1,23,4,9,0.0,0.0,0,8.0,6.8,6,8,1,1.0,5.23
STU_13584,20,Male,B.Tech/B.E.,Commerce/Management,2,Tier 3,Urban,5.1,Perplexity,Frequently,4,7,7,5,3,2,17,4,6,4.1,13.6,2,1.7,7.7,8,8,2,1.0,5.93
STU_13585,24,Female,B.Tech/B.E.,CS/IT,4,Tier 2,Urban,3.4,Gemini,Sometimes,5,6,5,2,9,3,11,4,4,2.4,15.0,0,3.1,,4,6,4,0.0,7.31
STU_13586,21,Male,B.Tech/B.E.,Engineering (Non-CS),1,Tier 3,Urban,0.9,Claude,Rarely,3,4,7,4,7,1,7,3,8,4.4,5.2,2,1.5,8.5,6,8,3,0.0,5.46
STU_13587,20,Female,B.Sc/B.A/B.Com,CS/IT,1,Tier 3,Urban,6.1,Claude,Always,5,9,8,5,4,1,2,1,8,0.2,11.4,0,6.6,6.9,6,8,5,1.0,4.48
STU_13588,20,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),1,Tier 1,Rural,0.0,None,Never,3,2,8,4,6,3,7,2,10,3.3,4.5,2,1.6,6.4,4,4,3,0.0,6.08
STU_13589,25,Male,M.Tech/M.Sc,CS/IT,2,Tier 3,Urban,5.1,GitHub Copilot,Frequently,4,8,9,4,3,0,23,1,10,1.0,1.9,1,4.7,9.4,7,8,2,1.0,5.92
STU_13590,21,Female,B.Sc/B.A/B.Com,Commerce/Management,1,Tier 3,Urban,1.8,ChatGPT,Rarely,4,4,3,2,6,1,3,4,1,2.0,2.0,3,1.0,7.8,4,8,3,0.0,6.32
STU_13591,18,Male,B.Sc/B.A/B.Com,CS/IT,2,Tier 2,Urban,4.0,ChatGPT,Frequently,4,4,8,4,3,1,3,3,9,1.7,4.0,0,1.0,8.9,5,7,3,1.0,5.23
STU_13592,23,Male,B.Tech/B.E.,Commerce/Management,1,Tier 1,Urban,0.0,None,Never,1,2,1,4,8,3,17,5,1,4.1,13.2,4,1.0,7.2,3,6,5,0.0,10.0
STU_13593,18,Male,B.Tech/B.E.,Engineering (Non-CS),1,Tier 3,Urban,0.0,None,Never,3,1,4,1,2,0,15,1,4,0.0,0.0,1,4.6,8.8,5,5,2,0.0,5.07
STU_13594,21,Male,B.Tech/B.E.,Commerce/Management,4,Tier 2,Urban,0.4,ChatGPT,Never,1,1,2,2,5,4,15,5,2,3.5,8.3,3,1.9,7.2,4,3,4,0.0,7.23
STU_13595,20,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),1,Tier 3,Urban,0.0,None,Never,1,1,7,2,2,1,8,5,7,3.9,4.2,3,1.4,7.4,4,4,5,1.0,5.93
STU_13596,26,Male,B.Tech/B.E.,CS/IT,1,Tier 3,Urban,3.9,Perplexity,Frequently,4,9,9,5,5,0,8,2,8,1.2,5.4,2,4.4,5.4,8,10,1,1.0,4.46
STU_13597,21,Male,M.Tech/M.Sc,CS/IT,2,Tier 3,Urban,2.0,Claude,Rarely,3,4,9,4,3,2,8,2,9,1.6,3.9,0,2.5,8.3,5,5,6,0.0,5.87
STU_13598,21,Female,B.Sc/B.A/B.Com,Arts/Sciences,1,Tier 2,Urban,0.0,None,Never,1,1,7,3,5,2,14,5,6,4.2,0.3,8,2.5,6.5,8,5,3,0.0,8.48
STU_13599,24,Male,MBA,Engineering (Non-CS),2,Tier 2,Urban,0.5,ChatGPT,Never,1,2,1,2,9,2,1,5,2,7.2,,4,0.0,6.4,4,3,9,0.0,7.84
STU_13600,27,Male,B.Tech/B.E.,Engineering (Non-CS),4,Tier 3,Urban,1.4,Claude,Rarely,1,2,10,3,4,3,21,5,10,3.0,1.2,6,3.3,5.6,9,8,4,1.0,6.29
STU_13601,26,Female,B.Tech/B.E.,Engineering (Non-CS),1,Tier 1,Urban,0.7,ChatGPT,Never,4,2,10,5,1,2,10,2,10,2.6,0.0,2,6.5,5.4,5,5,5,0.0,4.79
STU_13602,22,Male,B.Tech/B.E.,Engineering (Non-CS),1,Tier 1,Urban,1.3,ChatGPT,Rarely,3,4,4,5,7,3,0,4,3,4.2,8.1,1,3.1,7.2,4,6,4,0.0,8.1
STU_13603,20,Female,MBA,Engineering (Non-CS),1,Tier 3,Rural,5.3,Gemini,Always,3,7,5,4,7,2,0,5,5,6.9,24.5,3,1.5,5.1,8,9,6,0.0,7.47
STU_13604,19,Male,B.Sc/B.A/B.Com,CS/IT,1,Tier 1,Urban,1.8,Gemini,Rarely,1,3,3,3,6,3,4,4,4,6.1,18.1,4,0.0,7.3,4,5,4,0.0,7.61
STU_13605,20,Female,MBA,Commerce/Management,1,Tier 2,Urban,0.0,None,Never,1,3,7,5,4,2,12,4,8,3.9,4.7,2,2.9,6.3,5,7,4,0.0,6.13
STU_13606,21,Female,B.Tech/B.E.,CS/IT,4,Tier 3,Rural,2.1,Gemini,Rarely,3,4,6,4,4,3,6,4,7,3.3,13.8,5,2.7,6.6,6,6,5,1.0,8.1
STU_13607,22,Female,B.Tech/B.E.,CS/IT,4,Tier 1,Rural,3.4,ChatGPT,Sometimes,3,7,1,2,6,4,20,5,1,4.4,15.7,5,0.4,6.3,1,4,4,0.0,9.62
STU_13608,22,Male,B.Sc/B.A/B.Com,CS/IT,1,Tier 2,Urban,2.1,Gemini,Rarely,1,5,5,4,7,2,3,4,5,3.0,15.7,4,2.1,8.9,6,3,4,0.0,5.89
STU_13609,23,Female,B.Tech/B.E.,CS/IT,3,Tier 3,Urban,2.6,ChatGPT,Sometimes,4,6,10,4,3,1,28,3,10,1.5,3.9,1,6.2,7.3,8,9,2,1.0,5.51
STU_13610,21,Female,MBA,CS/IT,1,Tier 3,Urban,3.2,ChatGPT,Sometimes,4,7,8,3,3,0,6,2,8,2.1,4.9,0,3.2,6.8,6,6,3,1.0,5.94
STU_13611,19,Male,B.Tech/B.E.,Commerce/Management,3,Tier 3,Rural,0.8,Gemini,Rarely,2,4,6,3,5,1,15,4,5,1.0,10.7,3,3.9,6.8,4,5,4,0.0,6.77
STU_13612,20,Male,B.Sc/B.A/B.Com,Arts/Sciences,3,Tier 1,Urban,1.5,Claude,Rarely,4,6,2,3,3,3,8,3,1,2.1,0.0,0,4.9,7.3,3,6,5,1.0,7.39
STU_13613,21,Male,B.Tech/B.E.,Commerce/Management,2,Tier 2,Urban,3.0,Perplexity,Sometimes,3,4,1,1,3,2,0,3,1,2.0,6.5,0,4.0,8.1,2,1,6,0.0,4.79
STU_13614,22,Female,B.Tech/B.E.,Commerce/Management,2,Tier 1,Urban,1.4,ChatGPT,Rarely,4,5,10,3,4,1,10,1,9,3.5,0.0,0,5.3,7.3,4,7,1,1.0,2.05
STU_13615,21,Male,M.Tech/M.Sc,CS/IT,2,Tier 3,Urban,3.3,ChatGPT,Sometimes,2,7,5,5,6,2,0,5,5,6.0,15.0,8,1.0,6.1,6,8,5,1.0,6.64
STU_13616,19,Female,M.Tech/M.Sc,CS/IT,2,Tier 2,Urban,2.8,Gemini,Sometimes,2,3,7,3,5,1,4,3,5,5.8,4.4,4,2.3,5.5,6,5,4,0.0,6.78
STU_13617,25,Male,M.Tech/M.Sc,Commerce/Management,2,Tier 2,Urban,0.0,None,Never,2,4,7,3,5,1,9,3,7,4.6,4.1,0,1.2,6.9,6,6,3,0.0,5.78
STU_13618,20,Male,B.Tech/B.E.,Engineering (Non-CS),3,Tier 3,Urban,1.8,ChatGPT,Rarely,5,7,10,5,4,1,17,4,10,0.1,0.0,0,6.3,7.7,6,7,1,1.0,5.15
STU_13619,21,Female,M.Tech/M.Sc,Arts/Sciences,1,Tier 3,Urban,4.0,ChatGPT,Frequently,5,9,8,5,2,0,17,2,6,0.0,0.0,0,3.9,6.4,5,5,4,1.0,3.52
STU_13620,22,Male,B.Tech/B.E.,Commerce/Management,2,Tier 2,Urban,0.0,None,Never,4,3,5,3,1,1,4,2,6,1.7,0.0,3,6.1,6.4,2,1,5,0.0,3.54
STU_13621,21,Female,B.Tech/B.E.,CS/IT,1,Tier 3,Urban,3.4,Claude,Sometimes,3,6,5,4,4,2,10,4,4,4.1,12.8,2,1.7,7.4,5,4,8,0.0,4.13
STU_13622,23,Non-binary,B.Tech/B.E.,CS/IT,1,Tier 3,Urban,4.3,GitHub Copilot,Frequently,4,5,6,3,8,2,0,3,6,3.1,7.8,6,2.1,4.9,5,6,7,0.0,7.23
STU_13623,23,Female,B.Tech/B.E.,Arts/Sciences,2,Tier 3,Urban,2.9,Claude,Sometimes,2,5,3,2,7,2,4,4,3,3.2,9.8,2,2.9,6.5,2,4,5,0.0,6.48
STU_13624,25,Male,B.Tech/B.E.,Engineering (Non-CS),1,Tier 3,Rural,3.0,Gemini,Sometimes,3,4,10,5,6,0,10,3,10,3.1,11.6,2,2.9,6.1,8,9,5,1.0,7.14
STU_13625,20,Female,B.Tech/B.E.,Engineering (Non-CS),2,Tier 2,Urban,0.0,None,Never,2,1,2,3,9,1,5,3,1,1.3,1.7,1,5.8,5.9,3,1,9,0.0,7.18
STU_13626,21,Female,B.Tech/B.E.,Engineering (Non-CS),2,Tier 3,Urban,2.1,ChatGPT,Rarely,3,7,6,5,7,2,13,3,5,5.4,9.7,2,0.0,7.8,7,5,5,0.0,6.86
STU_13627,19,Female,M.Tech/M.Sc,Commerce/Management,2,Tier 1,Rural,0.0,None,Never,1,2,6,4,5,3,6,4,6,1.2,0.0,0,5.7,5.5,6,6,2,1.0,7.66
STU_13628,21,Male,B.Sc/B.A/B.Com,CS/IT,2,Tier 2,Rural,1.1,ChatGPT,Rarely,4,4,1,3,7,3,0,5,3,4.8,16.7,5,2.8,8.1,3,4,8,0.0,7.67
STU_13629,19,Male,B.Tech/B.E.,Engineering (Non-CS),2,Tier 2,Urban,3.4,ChatGPT,Sometimes,5,6,5,5,9,3,3,5,5,4.3,13.6,2,3.1,7.7,6,10,4,1.0,8.06
STU_13630,21,Male,B.Tech/B.E.,Engineering (Non-CS),4,Tier 3,Urban,0.4,ChatGPT,Never,2,4,10,5,1,1,12,2,10,0.0,3.5,0,1.8,7.8,5,7,2,0.0,4.35
STU_13631,24,Female,MBA,Commerce/Management,1,Tier 3,Urban,1.3,ChatGPT,Rarely,2,2,5,4,7,1,11,4,4,1.9,1.5,0,2.4,6.3,2,4,5,0.0,7.77
STU_13632,20,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 2,Urban,0.5,ChatGPT,Never,2,3,6,1,1,0,11,1,8,0.3,0.0,0,3.6,5.1,3,5,2,0.0,2.71
STU_13633,19,Male,B.Sc/B.A/B.Com,Commerce/Management,2,Tier 1,Rural,3.3,Claude,Sometimes,1,5,5,4,6,3,5,5,3,6.8,2.1,6,1.9,5.9,5,4,4,0.0,6.89
STU_13634,19,Female,MBA,Engineering (Non-CS),2,Tier 2,Urban,1.0,ChatGPT,Rarely,2,5,3,1,6,2,1,4,1,2.5,2.0,3,3.4,6.2,3,4,6,0.0,5.96
STU_13635,22,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),3,Tier 2,Urban,3.0,Claude,Sometimes,5,7,10,4,1,0,21,1,8,1.2,0.0,0,6.9,5.4,9,10,1,1.0,2.08
STU_13636,22,Female,B.Tech/B.E.,Engineering (Non-CS),2,Tier 1,Rural,0.0,None,Never,1,1,3,3,4,3,8,4,4,5.9,3.7,5,5.6,6.1,4,4,6,0.0,7.63
STU_13637,19,Female,B.Tech/B.E.,CS/IT,4,Tier 3,Rural,4.8,GitHub Copilot,Frequently,5,8,6,4,5,2,26,5,7,1.1,11.6,1,2.8,7.3,5,9,2,0.0,7.39
STU_13638,24,Male,B.Tech/B.E.,Engineering (Non-CS),1,Tier 3,Rural,0.0,None,Never,4,4,5,3,4,0,13,2,9,0.0,,0,3.7,,4,5,1,0.0,4.45
STU_13639,22,Female,B.Tech/B.E.,CS/IT,1,Tier 2,Urban,3.1,ChatGPT,Sometimes,4,5,5,2,5,2,0,4,4,6.4,11.8,8,3.6,5.8,5,5,7,0.0,7.67
STU_13640,20,Male,B.Tech/B.E.,CS/IT,3,Tier 1,Urban,4.1,ChatGPT,Frequently,4,5,10,4,4,3,18,2,10,3.6,9.5,3,1.4,5.7,4,5,5,0.0,7.0
STU_13641,22,Female,B.Tech/B.E.,Arts/Sciences,4,Tier 1,Urban,1.7,ChatGPT,Rarely,3,5,6,5,6,4,13,5,9,4.0,7.8,1,2.8,6.6,5,6,2,1.0,7.69
STU_13642,24,Female,B.Sc/B.A/B.Com,CS/IT,2,Tier 1,Urban,0.0,None,Never,2,1,4,3,6,3,12,4,3,4.3,9.0,3,2.1,8.7,5,5,4,,6.66
STU_13643,20,Male,B.Sc/B.A/B.Com,CS/IT,1,Tier 1,Urban,5.9,ChatGPT,Always,5,9,8,5,4,0,13,2,9,2.4,9.1,0,4.3,5.6,4,6,3,0.0,5.48
STU_13644,24,Female,B.Sc/B.A/B.Com,Arts/Sciences,1,Tier 1,Rural,4.7,Perplexity,Frequently,4,7,10,2,4,1,5,1,9,3.3,3.9,0,4.9,5.9,7,8,1,0.0,6.62
STU_13645,19,Male,B.Tech/B.E.,CS/IT,1,Tier 3,Urban,3.3,Claude,Sometimes,2,6,3,4,5,2,0,4,5,4.0,19.4,1,1.8,7.0,5,8,4,1.0,6.29
STU_13646,21,Female,B.Tech/B.E.,Engineering (Non-CS),3,Tier 2,Urban,1.9,ChatGPT,Rarely,4,3,1,2,5,3,11,3,2,1.8,0.0,2,1.9,7.9,2,5,4,1.0,5.52
STU_13647,26,Female,MBA,Arts/Sciences,2,Tier 1,Urban,0.0,None,Never,4,3,9,4,5,2,0,1,9,3.3,0.5,0,5.1,8.1,1,2,6,0.0,6.71
STU_13648,19,Male,B.Tech/B.E.,Arts/Sciences,1,Tier 3,Urban,0.0,None,Never,5,1,10,4,1,0,14,1,10,0.0,0.0,0,3.8,5.6,7,6,1,1.0,2.4
STU_13649,24,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 3,Urban,0.8,Claude,Rarely,3,5,10,4,2,0,9,2,10,1.3,1.9,0,1.5,7.9,6,9,2,1.0,5.0
STU_13650,19,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),1,Tier 3,Urban,3.2,ChatGPT,Sometimes,4,5,7,4,5,1,6,3,6,1.7,4.9,5,3.5,8.7,6,8,1,,6.4
STU_13651,26,Male,B.Tech/B.E.,Engineering (Non-CS),2,Tier 3,Urban,0.5,Claude,Never,2,1,1,1,6,1,0,4,2,3.2,8.2,2,2.8,7.6,1,4,5,0.0,7.15
STU_13652,19,Female,B.Tech/B.E.,Commerce/Management,2,Tier 3,Urban,0.0,None,Never,2,1,2,2,9,2,0,5,1,6.1,16.0,1,0.6,8.1,3,1,7,0.0,7.73
STU_13653,21,Female,B.Tech/B.E.,Commerce/Management,2,Tier 2,Urban,0.0,None,Never,1,2,6,3,6,3,5,5,6,4.5,2.4,4,1.0,5.9,3,1,9,0.0,8.46
STU_13654,21,Male,B.Tech/B.E.,CS/IT,4,Tier 3,Urban,2.3,ChatGPT,Sometimes,5,5,9,5,6,2,18,4,9,2.9,4.6,1,2.8,5.8,5,4,3,0.0,6.12
STU_13655,21,Female,B.Tech/B.E.,CS/IT,3,Tier 3,Rural,3.7,ChatGPT,Sometimes,3,8,8,5,4,1,13,3,9,2.2,9.0,1,3.4,8.7,4,6,5,1.0,4.77
